"NPI","Resource ID","Name","References List"
"vassar-health-connecticut-inc-999","OrganizationAffiliation/vhdir-hie-wma-organizationrole-9995131442","Western Massachusetts HIE"
"harrington-memorial-hospital-inc-999","OrganizationAffiliation/vhdir-hie-wma-organizationrole-9990780047","Western Massachusetts HIE"
"essent-healthcare--ayer-inc-999","OrganizationAffiliation/vhdir-hie-wma-organizationrole-9994427431","Western Massachusetts HIE"
"arc-worcester-center-lp-999","OrganizationAffiliation/vhdir-hie-wma-organizationrole-9991396014","Western Massachusetts HIE"
"springfield-rehabilitation-center-inc-999","OrganizationAffiliation/vhdir-hie-wma-organizationrole-9997659264","Western Massachusetts HIE"
"community-health-connections-inc-999","OrganizationAffiliation/vhdir-hie-wma-organizationrole-9995630533","Western Massachusetts HIE"
"codac-inc-999","OrganizationAffiliation/vhdir-hie-ri-organizationrole-9995731321","Rhode Island HIE"
"tollgate-sleep-disorders-center-inc-999","OrganizationAffiliation/vhdir-hie-ri-organizationrole-9998762106","Rhode Island HIE"
"johnson-health-care-inc-dba-johnson-surgery-center-999","OrganizationAffiliation/vhdir-hie-wma-organizationrole-9995338232","Western Massachusetts HIE"
"farmington-surgery-center-llc-999","OrganizationAffiliation/vhdir-hie-wma-organizationrole-9996348148","Western Massachusetts HIE"
"farmington-surgery-center-llc-999","OrganizationAffiliation/vhdir-hie-hct-organizationrole-9996348148","Hartford Connecticut HIE"
"bayside-endoscopy-llc-999","OrganizationAffiliation/vhdir-hie-ri-organizationrole-9990085657","Rhode Island HIE"
"roger-williams-medical-center-999","OrganizationAffiliation/vhdir-hie-ri-organizationrole-9999278250","Rhode Island HIE"
"easter-seals-capital-region--eastern-connecticut-inc-999","OrganizationAffiliation/vhdir-hie-wma-organizationrole-9999177926","Western Massachusetts HIE"
"easter-seals-capital-region--eastern-connecticut-inc-999","OrganizationAffiliation/vhdir-hie-hct-organizationrole-9999177926","Hartford Connecticut HIE"
"discovery-house-utah-999","OrganizationAffiliation/vhdir-hie-ri-organizationrole-9997955733","Rhode Island HIE"
"rhode-island-substance-abuse-treatment-inc-999","OrganizationAffiliation/vhdir-hie-ri-organizationrole-9993319368","Rhode Island HIE"
"rhode-island-substance-abuse-treatment-inc-999","OrganizationAffiliation/vhdir-hie-ri-organizationrole-9994521488","Rhode Island HIE"
"soundview-orthopaedic-assoc-llp-999","OrganizationAffiliation/vhdir-hie-ri-organizationrole-9990188327","Rhode Island HIE"
"comprehensive-community-action-inc-999","OrganizationAffiliation/vhdir-hie-ri-organizationrole-9996441719","Rhode Island HIE"
"hospital-of-saint-raphael-999","OrganizationAffiliation/vhdir-hie-wma-organizationrole-9998269624","Western Massachusetts HIE"
"kent-county-memorial-hospital-999","OrganizationAffiliation/vhdir-hie-ri-organizationrole-9996643294","Rhode Island HIE"
