"NPI","Resource ID","Name","References List"
"HPID200000","InsurancePlan/vhdir-insuranceplan-HPID200000","GIC Silver Plus Plan"
"HPID210000","InsurancePlan/vhdir-insuranceplan-HPID210000","Connecticut Bronze PPO Plan"
"HPID220000","InsurancePlan/vhdir-insuranceplan-HPID220000","Rhode Island Silver Plan"
"HPID230000","InsurancePlan/vhdir-insuranceplan-HPID230000","UTC Silver Plus Plan"
"HPID240000","InsurancePlan/vhdir-insuranceplan-HPID240000","Acme Insurance Co of MassachusettsBronze PPO Plan"
"HPID250000","InsurancePlan/vhdir-insuranceplan-HPID250000","Green Circle of MassachusettsBronze HMO Plan"
"HPID260000","InsurancePlan/vhdir-insuranceplan-HPID260000","Persona of MassachusettsBronze PPO Plan"
"HPID270000","InsurancePlan/vhdir-insuranceplan-HPID270000","Acme Insurance Co of ConnecticutBronze PPO Plan"
"HPID280000","InsurancePlan/vhdir-insuranceplan-HPID280000","Green Circle of ConnecticutBronze HMO Plan"
"HPID290000","InsurancePlan/vhdir-insuranceplan-HPID290000","Persona of ConnecticutBronze PPO Plan"
"HPID300000","InsurancePlan/vhdir-insuranceplan-HPID300000","Acme Insurance Co of Rhode IslandBronze PPO Plan"
"HPID310000","InsurancePlan/vhdir-insuranceplan-HPID310000","Green Circle of Rhode IslandBronze HMO Plan"
"HPID320000","InsurancePlan/vhdir-insuranceplan-HPID320000","Persona of Rhode IslandBronze PPO Plan"
"HPID360000","InsurancePlan/vhdir-insuranceplan-HPID360000","Acme Insurance Co of MassachusettsSilver PPO Plan"
"HPID370000","InsurancePlan/vhdir-insuranceplan-HPID370000","Green Circle of MassachusettsSilver HMO Plan"
"HPID380000","InsurancePlan/vhdir-insuranceplan-HPID380000","Persona of MassachusettsSilver PPO Plan"
"HPID390000","InsurancePlan/vhdir-insuranceplan-HPID390000","Acme Insurance Co of ConnecticutSilver PPO Plan"
"HPID400000","InsurancePlan/vhdir-insuranceplan-HPID400000","Green Circle of ConnecticutSilver HMO Plan"
"HPID410000","InsurancePlan/vhdir-insuranceplan-HPID410000","Persona of ConnecticutSilver PPO Plan"
"HPID420000","InsurancePlan/vhdir-insuranceplan-HPID420000","Acme Insurance Co of Rhode IslandSilver PPO Plan"
"HPID430000","InsurancePlan/vhdir-insuranceplan-HPID430000","Green Circle of Rhode IslandSilver HMO Plan"
"HPID440000","InsurancePlan/vhdir-insuranceplan-HPID440000","Persona of Rhode IslandSilver PPO Plan"
"HPID450000","InsurancePlan/vhdir-insuranceplan-HPID450000","Acme Insurance Co of MassachusettsGold PPO Plan"
"HPID460000","InsurancePlan/vhdir-insuranceplan-HPID460000","Green Circle of MassachusettsGold HMO Plan"
"HPID470000","InsurancePlan/vhdir-insuranceplan-HPID470000","Persona of MassachusettsGold PPO Plan"
"HPID480000","InsurancePlan/vhdir-insuranceplan-HPID480000","Acme Insurance Co of ConnecticutGold PPO Plan"
"HPID490000","InsurancePlan/vhdir-insuranceplan-HPID490000","Green Circle of ConnecticutGold HMO Plan"
"HPID500000","InsurancePlan/vhdir-insuranceplan-HPID500000","Persona of ConnecticutGold PPO Plan"
"HPID510000","InsurancePlan/vhdir-insuranceplan-HPID510000","Acme Insurance Co of Rhode IslandGold PPO Plan"
"HPID520000","InsurancePlan/vhdir-insuranceplan-HPID520000","Green Circle of Rhode IslandGold HMO Plan"
"HPID530000","InsurancePlan/vhdir-insuranceplan-HPID530000","Persona of Rhode IslandGold PPO Plan"
